Date,Average Temperature,Minimum Temperature,Maximum Temperature,Day,Month,Year
2023-06-14,27.3,25,29.8,14,6,2023
2023-06-15,29.5,26,34,15,6,2023
2023-06-16,31.2,28,35,16,6,2023
2023-06-17,30.9,25,36.1,17,6,2023
2023-06-18,28.4,25,33,18,6,2023
2023-06-19,28.8,27,31,19,6,2023
2023-06-20,30.4,26,36,20,6,2023
2023-06-21,28.6,25,34.7,21,6,2023
2023-06-22,30,26,33.7,22,6,2023
2023-06-23,27.7,24.7,30.7,23,6,2023
2023-06-24,26.4,25,28.6,24,6,2023
2023-06-25,26.1,25,27.9,25,6,2023
2023-06-26,27.4,25,30,26,6,2023
2023-06-27,27.8,26,30,27,6,2023
2023-06-28,29.6,26,34,28,6,2023
2023-06-29,31.2,28,36,29,6,2023
2023-06-30,31.9,29,36.7,30,6,2023
2023-07-01,31.9,28,37,1,7,2023
2023-07-02,30.9,28,36.7,2,7,2023
2023-07-03,30.6,27,34.4,3,7,2023
2023-07-04,30.5,27,35,4,7,2023
2023-07-05,29.7,26,35.3,5,7,2023
2023-07-06,31.7,27.7,36.4,6,7,2023
2023-07-07,32.2,28,37,7,7,2023
2023-07-08,30.1,25,34.7,8,7,2023
2023-07-09,30,26,34.4,9,7,2023
2023-07-10,31,27,36,10,7,2023
2023-07-11,31.5,27,37,11,7,2023
2023-07-12,32,27,37,12,7,2023
2023-07-13,30.7,25,36.1,13,7,2023
2023-07-14,30.7,27.5,35.1,14,7,2023
2023-07-15,30.6,27,34,15,7,2023
2023-07-16,31.9,28,36,16,7,2023
2023-07-17,33.2,29,38,17,7,2023
2023-07-18,28.4,25,32,18,7,2023
2023-07-19,26.4,24.7,29,19,7,2023
2023-07-20,27.5,26,29,20,7,2023
2023-07-21,29.2,26,33.1,21,7,2023
2023-07-22,30.9,27,35,22,7,2023
2023-07-23,31.7,27,36,23,7,2023
2023-07-24,31.7,27,35.3,24,7,2023
2023-07-25,32,28,37,25,7,2023
2023-07-26,32.1,27,37,26,7,2023
2023-07-27,32.3,28,37,27,7,2023
2023-07-28,29.3,28,31.1,28,7,2023
2023-07-29,30.5,27,36,29,7,2023
2023-07-30,30.2,28,33,30,7,2023
2023-07-31,28.5,25,34.1,31,7,2023
2023-08-01,28.1,26,33,1,8,2023
2023-08-02,28.8,27,33,2,8,2023
2023-08-03,28.5,27,33.7,3,8,2023
2023-08-04,26.7,25,28,4,8,2023
2023-08-05,27.4,26,30,5,8,2023
2023-08-06,28.2,26,31.4,6,8,2023
2023-08-07,28.6,26,31,7,8,2023
2023-08-08,29.1,27,33.6,8,8,2023
2023-08-09,30.4,27,35,9,8,2023
2023-08-10,29,28,32.1,10,8,2023
2023-08-11,27.7,26,32,11,8,2023
2023-08-12,28.3,26,33,12,8,2023
2023-08-13,29.8,26,34.7,13,8,2023
2023-08-14,29.3,23,35,14,8,2023
2023-08-15,28.4,25,32.8,15,8,2023
2023-08-16,29.3,27,33.7,16,8,2023
2023-08-17,31.6,27,36.7,17,8,2023
2023-08-18,30.6,28,34.1,18,8,2023
2023-08-19,29.3,26,31.4,19,8,2023
2023-08-20,26.7,25,29,20,8,2023
2023-08-21,28.9,25,33,21,8,2023
2023-08-22,30.4,27,34,22,8,2023
2023-08-23,30.8,26,36,23,8,2023
2023-08-24,28.1,25,33,24,8,2023
2023-08-25,29.1,25,33,25,8,2023
2023-08-26,28.7,24,34,26,8,2023
2023-08-27,30.7,27,35,27,8,2023
2023-08-28,28,24,31.7,28,8,2023
2023-08-29,28.9,27,31.4,29,8,2023
2023-08-30,29.8,26,34,30,8,2023
2023-08-31,29.7,25,34.7,31,8,2023
2023-09-01,30.3,25,35,1,9,2023
2023-09-02,31.5,27,36,2,9,2023
2023-09-03,28.4,26,31,3,9,2023
2023-09-04,25.6,23,28,4,9,2023
2023-09-05,29.3,26,35,5,9,2023
2023-09-06,30.9,26.7,36,6,9,2023
2023-09-07,31,27,36,7,9,2023
2023-09-08,28.8,25,34,8,9,2023
2023-09-09,29.1,27,33,9,9,2023
2023-09-10,29.3,26.8,33,10,9,2023
2023-09-11,28.6,26,34,11,9,2023
2023-09-12,28.3,27,30.2,12,9,2023
2023-09-13,25.9,24,28,13,9,2023
2023-09-14,24.3,24,25,14,9,2023
2023-09-15,25.9,24,28,15,9,2023
2023-09-16,27.2,25,31,16,9,2023
2023-09-17,27.8,25,33,17,9,2023
2023-09-18,28.1,25.2,32.1,18,9,2023
2023-09-19,29.3,26,34,19,9,2023
2023-09-20,30.1,27,34,20,9,2023
2023-09-21,30.4,27,35,21,9,2023
2023-09-22,30.6,27,35,22,9,2023
2023-09-23,30.3,27,34.3,23,9,2023
2023-09-24,29.5,26,34,24,9,2023
2023-09-25,28.6,25.9,34.2,25,9,2023
2023-09-26,27.4,25.5,30,26,9,2023
2023-09-27,26.9,25.4,29.5,27,9,2023
2023-09-28,24.9,23.5,26,28,9,2023
2023-09-29,26.8,24,32,29,9,2023
2023-09-30,28.7,25,33,30,9,2023
2023-10-01,29.6,25.8,34,1,10,2023
2023-10-02,29.5,26,33.5,2,10,2023
2023-10-03,29.7,26,33.6,3,10,2023
2023-10-04,29.9,26,34.2,4,10,2023
2023-10-05,30.5,27,35,5,10,2023
2023-10-06,30.4,27,35,6,10,2023
2023-10-07,26.9,25,29,7,10,2023
2023-10-08,27.3,24,31,8,10,2023
2023-10-09,27.5,24,31,9,10,2023
2023-10-10,26.9,24.3,30,10,10,2023
2023-10-11,26.2,24,29.3,11,10,2023
2023-10-12,23.9,23,25,12,10,2023
2023-10-13,25.5,23,29,13,10,2023
2023-10-14,25.6,23,29,14,10,2023
2023-10-15,25.8,22.8,30,15,10,2023
2023-10-16,26.6,22.5,31.5,16,10,2023
2023-10-17,27.2,22,32.1,17,10,2023
2023-10-18,27.6,22.5,32.5,18,10,2023
2023-10-19,28.2,24,33,19,10,2023
2023-10-20,27.8,24.5,31.3,20,10,2023
2023-10-21,26,24,28.6,21,10,2023
2023-10-22,25.4,23.5,28,22,10,2023
2023-10-23,25.4,23,28,23,10,2023
2023-10-24,26.8,23,31,24,10,2023
2023-10-25,27.8,24,31.5,25,10,2023
2023-10-26,28.6,25.6,33.5,26,10,2023
2023-10-27,27.9,23.5,32.5,27,10,2023
2023-10-28,25.8,23.5,27.5,28,10,2023
2023-10-29,24,22.8,26,29,10,2023
2023-10-30,25.7,23.1,29.5,30,10,2023
2023-10-31,25.7,21,30,31,10,2023
2023-11-01,25.7,22.5,29.9,1,11,2023
2023-11-02,25.9,22,30.5,2,11,2023
2023-11-03,27.1,23,31.5,3,11,2023
2023-11-04,28.2,25.4,32,4,11,2023
2023-11-05,27.9,25,31.5,5,11,2023
2023-11-06,25.8,22,31,6,11,2023
2023-11-07,23,22,25.1,7,11,2023
2023-11-08,25.9,22.5,31,8,11,2023
2023-11-09,27.8,24,31.7,9,11,2023
2023-11-10,28.3,24.5,33,10,11,2023
2023-11-11,28.2,25,32.5,11,11,2023
2023-11-12,26.9,23.5,32.5,12,11,2023
2023-11-13,18.3,15.9,23,13,11,2023
2023-11-14,18.6,16.5,20.5,14,11,2023
2023-11-15,20,18,21.8,15,11,2023
2023-11-16,20.4,18,23,16,11,2023
2023-11-17,20.4,16,25.5,17,11,2023
2023-11-18,19.5,13,26,18,11,2023
2023-11-19,20.1,15.1,26,19,11,2023
2023-11-20,21.1,15.4,27,20,11,2023
2023-11-21,21.2,15.5,27,21,11,2023
2023-11-22,20.8,18,24.1,22,11,2023
2023-11-23,23.6,20,28.5,23,11,2023
2023-11-24,23.5,20.8,26.5,24,11,2023
2023-11-25,24,20.3,28,25,11,2023
2023-11-26,23.7,19.5,28.5,26,11,2023
2023-11-27,23.7,19.5,28.5,27,11,2023
2023-11-28,23.1,19.3,28,28,11,2023
2023-11-29,22.6,18.5,27.1,29,11,2023
2023-11-30,23.5,21.5,26.5,30,11,2023
2023-12-01,18.7,17,21,1,12,2023
2023-12-02,17.4,16,18.4,2,12,2023
2023-12-03,18.1,17,19,3,12,2023
2023-12-04,18.9,17.5,20.5,4,12,2023
2023-12-05,18.8,18,19.7,5,12,2023
2023-12-06,20.8,18.5,24.5,6,12,2023
2023-12-07,20.3,15.5,26,7,12,2023
2023-12-08,21.7,16.5,27,8,12,2023
2023-12-09,22.5,19,26.8,9,12,2023
2023-12-10,24.4,23,27.2,10,12,2023
2023-12-11,25,23,27,11,12,2023
2023-12-12,24.5,22,27,12,12,2023
2023-12-13,24.7,22.5,28,13,12,2023
2023-12-14,25,21,30,14,12,2023
2023-12-15,25.1,22.5,29.1,15,12,2023
2023-12-16,19.9,14,24,16,12,2023
2023-12-17,13.9,12.7,16,17,12,2023
2023-12-18,15,13,17.4,18,12,2023
2023-12-19,13.7,12,15.4,19,12,2023
2023-12-20,15,12,18,20,12,2023
2023-12-21,15.1,12.5,23.1,21,12,2023
2023-12-22,13.2,10.5,17,22,12,2023
2023-12-23,13.6,8,19,23,12,2023
2023-12-24,16.2,14,19,24,12,2023
2023-12-25,16.8,14,21,25,12,2023
2023-12-26,15.6,9,22,26,12,2023
2023-12-27,17.3,12,23.5,27,12,2023
2023-12-28,19,13.9,25,28,12,2023
2023-12-29,20.5,16,24.5,29,12,2023
2023-12-30,21.4,19.3,23.5,30,12,2023
2023-12-31,22.3,20,25.5,31,12,2023
2024-01-01,22.8,19,28,1,1,2024
2024-01-02,23.3,21,27,2,1,2024
2024-01-03,19.4,17,22,3,1,2024
2024-01-04,19.2,17,21,4,1,2024
2024-01-05,20.4,18,24.3,5,1,2024
2024-01-06,22.1,19.8,26,6,1,2024
2024-01-07,22,19,25,7,1,2024
2024-01-08,22.6,20,26,8,1,2024
2024-01-09,23.1,21,26.1,9,1,2024
2024-01-10,19.8,18,22,10,1,2024
2024-01-11,17.5,17,18.1,11,1,2024
2024-01-12,17.7,17,18.4,12,1,2024
2024-01-13,18.3,18,19.1,13,1,2024
2024-01-14,19.3,18,20.4,14,1,2024
2024-01-15,21.3,19,24,15,1,2024
2024-01-16,20.5,18,23.1,16,1,2024
2024-01-17,20.4,19,22,17,1,2024
2024-01-18,22.4,20,27,18,1,2024
2024-01-19,22.7,20,27,19,1,2024
2024-01-20,23,19,26.6,20,1,2024
2024-01-21,16.2,14,19.6,21,1,2024
2024-01-22,12.3,10,14.7,22,1,2024
2024-01-23,10.3,8,12.4,23,1,2024
2024-01-24,10.1,9,12,24,1,2024
2024-01-25,11.3,9.9,13,25,1,2024
2024-01-26,12,11,14,26,1,2024
2024-01-27,10.8,9,12,27,1,2024
2024-01-28,12.4,11,14.3,28,1,2024
2024-01-29,12.9,11,15.1,29,1,2024
2024-01-30,14.9,13,16.7,30,1,2024
2024-01-31,16.8,15,19.1,31,1,2024
2024-02-01,19,17,21.4,1,2,2024
2024-02-02,21.9,19.8,26.4,2,2,2024
2024-02-03,22.2,21,25,3,2,2024
2024-02-04,23.6,21,28.3,4,2,2024
2024-02-05,23.6,21,27,5,2,2024
2024-02-06,21.2,19,24,6,2,2024
2024-02-07,15.9,13,18,7,2,2024
2024-02-08,13.4,12,15.1,8,2,2024
2024-02-09,14.7,12,17,9,2,2024
2024-02-10,17.5,15,21,10,2,2024
2024-02-11,19.1,15.7,23.4,11,2,2024
2024-02-12,18.5,12,24,12,2,2024
2024-02-13,20.6,16,26,13,2,2024
2024-02-14,21.8,20,24.4,14,2,2024
2024-02-15,21.3,19,24,15,2,2024
2024-02-16,21.3,19,25,16,2,2024
2024-02-17,21.2,17,25,17,2,2024
2024-02-18,23.4,21,27,18,2,2024
2024-02-19,24.3,22,27,19,2,2024
2024-02-20,24,23,26.2,20,2,2024
2024-02-21,25.2,24,27.8,21,2,2024
2024-02-22,23.9,22.8,25.3,22,2,2024
2024-02-23,18.7,15,23,23,2,2024
2024-02-24,13,12,14.7,24,2,2024
2024-02-25,13,11,14.4,25,2,2024
2024-02-26,13.6,12,15.2,26,2,2024
2024-02-27,13.1,12,15.1,27,2,2024
2024-02-28,13.6,12,15.7,28,2,2024
2024-02-29,14.6,13,16,29,2,2024
2024-03-01,14.4,13,16,1,3,2024
2024-03-02,14.7,13,17,2,3,2024
2024-03-03,16.8,14,19.4,3,3,2024
2024-03-04,18.1,15.8,20.8,4,3,2024
2024-03-05,23.1,18.6,30.1,5,3,2024
2024-03-06,24.3,20,29.2,6,3,2024
2024-03-07,21.9,20,24,7,3,2024
2024-03-08,19.7,18,21,8,3,2024
2024-03-09,17.2,16,19,9,3,2024
2024-03-10,16.8,16,18,10,3,2024
2024-03-11,19.8,16,25.1,11,3,2024
2024-03-12,20.8,16.8,25.4,12,3,2024
2024-03-13,20.5,19,23.8,13,3,2024
2024-03-14,20.3,19,22.1,14,3,2024
2024-03-15,21.2,19,23.4,15,3,2024
2024-03-16,23.2,21.9,25,16,3,2024
2024-03-17,23.4,22,25.1,17,3,2024
2024-03-18,23.9,23,26,18,3,2024
2024-03-19,19.6,17,23,19,3,2024
2024-03-20,20,18,23,20,3,2024
2024-03-21,21.5,17,26,21,3,2024
2024-03-22,20.8,18,23.7,22,3,2024
2024-03-23,25,22,29.1,23,3,2024
2024-03-24,24.7,24,26.3,24,3,2024
2024-03-25,26.3,23,30,25,3,2024
2024-03-26,26.5,23,30,26,3,2024
2024-03-27,26,24,29,27,3,2024
2024-03-28,24.4,23,26,28,3,2024
2024-03-29,23.2,21,27,29,3,2024
2024-03-30,25.4,22,30,30,3,2024
2024-03-31,27.4,24,32,31,3,2024
2024-04-01,27.8,24.5,33,1,4,2024
2024-04-02,27.6,25,33,2,4,2024
2024-04-03,28.1,26,32.4,3,4,2024
2024-04-04,27.8,26,31,4,4,2024
2024-04-05,26.7,25,28,5,4,2024
2024-04-06,25.7,24,28,6,4,2024
2024-04-07,24.2,23,25.5,7,4,2024
2024-04-08,22.9,21,24.3,8,4,2024
2024-04-09,23,21,25,9,4,2024
2024-04-10,23.2,21.9,24.7,10,4,2024
2024-04-11,25.5,23,29.4,11,4,2024
2024-04-12,27.1,24,31,12,4,2024
2024-04-13,27.6,25.9,31,13,4,2024
2024-04-14,27.4,26,30.6,14,4,2024
2024-04-15,27.1,26,29.4,15,4,2024
2024-04-16,28.3,25,33,16,4,2024
2024-04-17,27.3,25,30,17,4,2024
2024-04-18,27.3,24,32,18,4,2024
2024-04-19,28.4,26,32.7,19,4,2024
2024-04-20,28.9,24,34.2,20,4,2024
2024-04-21,27.3,24,32,21,4,2024
2024-04-22,26.7,24,29,22,4,2024
2024-04-23,28.2,26,31.5,23,4,2024
2024-04-24,25.7,23,28.5,24,4,2024
2024-04-25,28.9,25,34,25,4,2024
2024-04-26,31,27,36.5,26,4,2024
2024-04-27,32.2,27,40,27,4,2024
2024-04-28,30.6,27,35.6,28,4,2024
2024-04-29,30.2,28,34,29,4,2024
2024-04-30,31.1,27,37,30,4,2024
2024-05-01,26,24,28,1,5,2024
2024-05-02,24.1,22,26.2,2,5,2024
2024-05-03,25.1,23,27.7,3,5,2024
2024-05-04,28.2,25,33,4,5,2024
2024-05-05,26.5,24,28.7,5,5,2024
2024-05-06,26,24.2,28.8,6,5,2024
2024-05-07,27.3,25,30.4,7,5,2024
2024-05-08,27.2,26,30,8,5,2024
2024-05-09,26.1,23,31,9,5,2024
2024-05-10,27.8,24,31.7,10,5,2024
2024-05-11,29.1,26,33,11,5,2024
2024-05-12,28.5,24.6,34,12,5,2024
2024-05-13,26.7,23,30.1,13,5,2024
2024-05-14,28.1,24,32,14,5,2024
2024-05-15,27.5,24,31.1,15,5,2024
2024-05-16,27.5,25,31,16,5,2024
2024-05-17,27.9,25,31.1,17,5,2024
2024-05-18,29.1,26.9,32.3,18,5,2024
2024-05-19,28.4,25,32,19,5,2024
2024-05-20,27.7,25,31,20,5,2024
2024-05-21,28.4,26,34,21,5,2024
2024-05-22,28.7,25,33.2,22,5,2024
2024-05-23,27.9,25.8,32,23,5,2024
2024-05-24,29.3,26,35,24,5,2024
2024-05-25,28.2,26,32,25,5,2024
2024-05-26,30.7,26,35,26,5,2024
2024-05-27,32,28,36,27,5,2024
2024-05-28,31.6,29,35,28,5,2024
2024-05-29,32,29,36,29,5,2024
2024-05-30,29.9,25.3,35,30,5,2024
2024-05-31,28.2,25.3,31.8,31,5,2024
2024-06-01,29.8,26.5,35,1,6,2024
2024-06-02,30.4,25.9,36.1,2,6,2024
2024-06-03,30,26.9,35.4,3,6,2024
2024-06-04,25.8,25,27.4,4,6,2024
2024-06-05,25.3,24.4,26.9,5,6,2024
2024-06-06,24.1,23.8,24.6,6,6,2024
2024-06-07,26.5,23.6,30.7,7,6,2024
2024-06-08,28.2,25.4,32.9,8,6,2024
2024-06-09,29.5,25.7,35.1,9,6,2024
2024-06-10,30.5,26.5,36.4,10,6,2024
2024-06-11,29.2,26.1,34.2,11,6,2024
2024-06-12,30.7,27.8,34.2,12,6,2024
2024-06-13,26.2,23.4,28.8,13,6,2024
