Date,Average Temperature,Minimum Temperature,Maximum Temperature,Day,Month,Year
5/20/2015,29.8,28,34,20,5,2015
5/21/2015,31.3,27,37,21,5,2015
5/22/2015,29.3,27,35,22,5,2015
5/23/2015,30.4,26,35,23,5,2015
5/24/2015,30.8,26,35,24,5,2015
5/25/2015,29.8,27,37,25,5,2015
5/26/2015,29.6,27,33,26,5,2015
5/27/2015,31,26,36,27,5,2015
5/28/2015,30.2,27,35,28,5,2015
5/29/2015,29.8,27,35,29,5,2015
5/30/2015,28.4,25,34,30,5,2015
5/31/2015,30,25,36,31,5,2015
6/1/2015,30.2,26,35,1,6,2015
6/2/2015,29.6,28,34,2,6,2015
6/3/2015,29.4,26,35,3,6,2015
6/4/2015,30.4,26,35,4,6,2015
6/5/2015,31.1,27,34,5,6,2015
6/6/2015,29.1,26,34,6,6,2015
6/7/2015,30.4,25,35,7,6,2015
6/8/2015,30.5,26,35,8,6,2015
6/9/2015,29.7,27,35,9,6,2015
6/10/2015,30.1,27,35,10,6,2015
6/11/2015,30.6,27,35,11,6,2015
6/12/2015,29.1,26,34,12,6,2015
6/13/2015,28.2,24,35,13,6,2015
6/14/2015,29.2,24,34,14,6,2015
6/15/2015,27.1,25,32,15,6,2015
6/16/2015,26.6,27,35,16,6,2015
6/17/2015,27.3,25,32,17,6,2015
6/18/2015,27.9,25,32,18,6,2015
6/19/2015,27.2,26,35,19,6,2015
6/20/2015,26.4,24,32,20,6,2015
6/21/2015,26.9,25,31,21,6,2015
6/22/2015,28,26,30,22,6,2015
6/23/2015,27.7,26,30,23,6,2015
6/24/2015,26.3,24,31,24,6,2015
6/25/2015,28,24,31,25,6,2015
6/26/2015,27.8,26,30,26,6,2015
6/27/2015,28.6,26,34,27,6,2015
6/28/2015,29.6,25,34,28,6,2015
6/29/2015,29.7,26,34,29,6,2015
6/30/2015,28.6,26,30,30,6,2015
7/1/2015,28.8,25,34,1,7,2015
7/2/2015,29.5,27,33,2,7,2015
7/3/2015,29.1,26,34,3,7,2015
7/4/2015,29.1,26,34,4,7,2015
7/5/2015,28.8,24,34,5,7,2015
7/6/2015,29.1,26,33,6,7,2015
7/7/2015,29.2,24,33,7,7,2015
7/8/2015,29.2,27,33,8,7,2015
7/9/2015,28.1,27,33,9,7,2015
7/10/2015,28.3,26,34,10,7,2015
7/11/2015,29.4,27,33,11,7,2015
7/12/2015,28.7,25,33,12,7,2015
7/13/2015,28,26,31,13,7,2015
7/14/2015,29,26,33,14,7,2015
7/15/2015,28.1,25,32,15,7,2015
7/16/2015,28.2,25,33,16,7,2015
7/17/2015,28.3,25,33,17,7,2015
7/18/2015,28.1,24,33,18,7,2015
7/19/2015,26.1,24,30,19,7,2015
7/20/2015,29.5,25,33,20,7,2015
7/21/2015,27.7,25,33,21,7,2015
7/22/2015,30.2,24,35,22,7,2015
7/23/2015,28.7,26,31,23,7,2015
7/24/2015,30.7,25,35,24,7,2015
7/25/2015,28.7,25,34,25,7,2015
7/26/2015,29.4,27,34,26,7,2015
7/27/2015,29.6,26,34,27,7,2015
7/28/2015,27.9,23,34,28,7,2015
7/29/2015,27.2,25,33,29,7,2015
7/30/2015,26.4,24,32,30,7,2015
7/31/2015,28.6,24,33,31,7,2015
8/1/2015,28.1,25,33,1,8,2015
8/2/2015,28.9,24,33,2,8,2015
8/3/2015,29.3,25,33,3,8,2015
8/4/2015,28.9,26,34,4,8,2015
8/5/2015,28.3,25,33,5,8,2015
8/6/2015,28.9,24,33,6,8,2015
8/7/2015,28.8,26,33,7,8,2015
8/8/2015,27.9,26,33,8,8,2015
8/9/2015,26.8,25,34,9,8,2015
8/10/2015,27.6,25,33,10,8,2015
8/11/2015,28.6,26,33,11,8,2015
8/12/2015,29.3,26,34,12,8,2015
8/13/2015,28.7,25,35,13,8,2015
8/14/2015,28.6,24,33,14,8,2015
8/15/2015,27.9,24,34,15,8,2015
8/16/2015,28.6,25,32,16,8,2015
8/17/2015,28.2,26,34,17,8,2015
8/18/2015,29.2,26,33,18,8,2015
8/19/2015,29.5,25,34,19,8,2015
8/20/2015,28.5,27,35,20,8,2015
8/21/2015,28.6,26,34,21,8,2015
8/22/2015,29.4,26,34,22,8,2015
8/23/2015,28.6,25,34,23,8,2015
8/24/2015,28.4,24,34,24,8,2015
8/25/2015,26.8,26,35,25,8,2015
8/26/2015,27.8,25,32,26,8,2015
8/27/2015,29.1,25,34,27,8,2015
8/28/2015,29.1,25,34,28,8,2015
8/29/2015,29.6,25,33,29,8,2015
8/30/2015,29.6,27,35,30,8,2015
8/31/2015,29.2,26,34,31,8,2015
9/1/2015,28.3,26,33,1,9,2015
9/2/2015,28.7,25,34,2,9,2015
9/3/2015,29.6,25,35,3,9,2015
9/4/2015,28.9,25,35,4,9,2015
9/5/2015,29.6,26,34,5,9,2015
9/6/2015,30.5,26,35,6,9,2015
9/7/2015,30.4,27,36,7,9,2015
9/8/2015,26.1,22,33,8,9,2015
9/9/2015,25.9,24,31,9,9,2015
9/10/2015,27.9,24,32,10,9,2015
9/11/2015,28.2,25,31,11,9,2015
9/12/2015,27.6,25,34,12,9,2015
9/13/2015,27.4,25,33,13,9,2015
9/14/2015,27,24,32,14,9,2015
9/15/2015,26.2,23,32,15,9,2015
9/16/2015,25.8,24,28,16,9,2015
9/17/2015,27.1,24,31,17,9,2015
9/18/2015,28.1,26,33,18,9,2015
9/19/2015,27.9,24,35,19,9,2015
9/20/2015,28.8,24,34,20,9,2015
9/21/2015,28.3,24,33,21,9,2015
9/22/2015,28.6,25,33,22,9,2015
9/23/2015,29.3,26,33,23,9,2015
9/24/2015,29.3,26,33,24,9,2015
9/25/2015,28.8,26,32,25,9,2015
9/26/2015,29.1,26,34,26,9,2015
9/27/2015,28.1,26,33,27,9,2015
9/28/2015,27.2,24,32,28,9,2015
9/29/2015,28.7,24,33,29,9,2015
9/30/2015,29.5,26,34,30,9,2015
10/1/2015,29.7,26,34,1,10,2015
10/2/2015,29.2,26,33,2,10,2015
10/3/2015,27.6,26,32,3,10,2015
10/4/2015,27.7,25,31,4,10,2015
10/5/2015,28.5,25,32,5,10,2015
10/6/2015,28.8,25,33,6,10,2015
10/7/2015,28.2,24,33,7,10,2015
10/8/2015,27.7,26,34,8,10,2015
10/9/2015,26.7,24,34,9,10,2015
10/10/2015,27.8,24,33,10,10,2015
10/11/2015,28.9,25,33,11,10,2015
10/12/2015,28.1,25,33,12,10,2015
10/13/2015,28.5,25,35,13,10,2015
10/14/2015,27.2,24,34,14,10,2015
10/15/2015,26.9,24,32,15,10,2015
10/16/2015,27.4,24,33,16,10,2015
10/17/2015,28.9,24,33,17,10,2015
10/18/2015,27.8,26,32,18,10,2015
10/19/2015,28.8,25,34,19,10,2015
10/20/2015,28.3,26,32,20,10,2015
10/21/2015,27.4,26,31,21,10,2015
10/22/2015,28,24,34,22,10,2015
10/23/2015,26.8,23,31,23,10,2015
10/24/2015,28.7,24,33,24,10,2015
10/25/2015,29.6,25,34,25,10,2015
10/26/2015,28.9,26,34,26,10,2015
10/27/2015,29.3,24,34,27,10,2015
10/28/2015,29.3,25,34,28,10,2015
10/29/2015,29.9,25,35,29,10,2015
10/30/2015,28.3,26,32,30,10,2015
10/31/2015,27.4,26,31,31,10,2015
11/1/2015,28,24,34,1,11,2015
11/2/2015,26.3,24,34,2,11,2015
11/3/2015,27.1,25,34,3,11,2015
11/4/2015,27.4,25,35,4,11,2015
11/5/2015,26.8,23,31,5,11,2015
11/6/2015,28.2,25,34,6,11,2015
11/7/2015,28.8,25,33,7,11,2015
11/8/2015,27.8,25,32,8,11,2015
11/9/2015,28.6,25,33,9,11,2015
11/10/2015,29.6,25,34,10,11,2015
11/11/2015,29.1,26,33,11,11,2015
11/12/2015,28.8,26,33,12,11,2015
11/13/2015,29.7,25,33,13,11,2015
11/14/2015,28.9,26,34,14,11,2015
11/15/2015,29.5,25,34,15,11,2015
11/16/2015,29.7,25,34,16,11,2015
11/17/2015,29.5,26,35,17,11,2015
11/18/2015,29.6,26,34,18,11,2015
11/19/2015,29.8,25,35,19,11,2015
11/20/2015,29.7,25,35,20,11,2015
11/21/2015,28.9,26,34,21,11,2015
11/22/2015,26.7,24,33,22,11,2015
11/23/2015,29.1,24,34,23,11,2015
11/24/2015,28.2,26,33,24,11,2015
11/25/2015,28.4,25,33,25,11,2015
11/26/2015,28.3,25,32,26,11,2015
11/27/2015,28.6,24,32,27,11,2015
11/28/2015,28.6,26,32,28,11,2015
11/29/2015,28.7,26,34,29,11,2015
11/30/2015,29.2,25,34,30,11,2015
12/1/2015,28.3,26,33,1,12,2015
12/2/2015,29.1,24,34,2,12,2015
12/3/2015,29.4,26,34,3,12,2015
12/4/2015,28.8,25,33,4,12,2015
12/5/2015,28.9,24,33,5,12,2015
12/6/2015,29.1,26,35,6,12,2015
12/7/2015,28.7,24,34,7,12,2015
12/8/2015,29.2,24,34,8,12,2015
12/9/2015,29.8,25,34,9,12,2015
12/10/2015,29.1,27,33,10,12,2015
12/11/2015,29.2,25,34,11,12,2015
12/12/2015,29.1,26,33,12,12,2015
12/13/2015,29.1,25,33,13,12,2015
12/14/2015,28.7,25,35,14,12,2015
12/15/2015,28.9,24,34,15,12,2015
12/16/2015,26.8,24,31,16,12,2015
12/17/2015,27.1,23,33,17,12,2015
12/18/2015,26.7,22,31,18,12,2015
12/19/2015,26.7,23,31,19,12,2015
12/20/2015,25.4,23,28,20,12,2015
12/21/2015,26.6,23,30,21,12,2015
12/22/2015,27,25,32,22,12,2015
12/23/2015,28.3,25,32,23,12,2015
12/24/2015,28.2,23,34,24,12,2015
12/25/2015,28.9,23,34,25,12,2015
12/26/2015,28.4,23,34,26,12,2015
12/27/2015,28.3,23,34,27,12,2015
12/28/2015,28.1,22,34,28,12,2015
12/29/2015,27.7,23,34,29,12,2015
12/30/2015,28.1,22,33,30,12,2015
12/31/2015,28.1,23,33,31,12,2015
1/1/2016,27.8,23,34,1,1,2016
1/2/2016,28.7,23,33,2,1,2016
1/3/2016,27.9,24,33,3,1,2016
1/4/2016,28.8,26,33,4,1,2016
1/5/2016,28.4,26,33,5,1,2016
1/6/2016,28.1,26,33,6,1,2016
1/7/2016,28.6,25,34,7,1,2016
1/8/2016,28.1,25,33,8,1,2016
1/9/2016,28.3,24,33,9,1,2016
1/10/2016,28.4,25,33,10,1,2016
1/11/2016,28.6,25,33,11,1,2016
1/12/2016,28.1,25,33,12,1,2016
1/13/2016,29.2,24,35,13,1,2016
1/14/2016,29.4,24,35,14,1,2016
1/15/2016,28.8,26,34,15,1,2016
1/16/2016,28.3,25,33,16,1,2016
1/17/2016,28.4,25,32,17,1,2016
1/18/2016,28.7,26,33,18,1,2016
1/19/2016,29.1,26,34,19,1,2016
1/20/2016,29.5,26,36,20,1,2016
1/21/2016,28.8,25,35,21,1,2016
1/22/2016,29.1,24,34,22,1,2016
1/23/2016,28.9,24,35,23,1,2016
1/24/2016,27.9,25,35,24,1,2016
1/25/2016,26.4,22,32,25,1,2016
1/26/2016,27.4,21,32,26,1,2016
1/27/2016,28.6,25,33,27,1,2016
1/28/2016,29.1,25,33,28,1,2016
1/29/2016,29.1,25,34,29,1,2016
1/30/2016,29.4,26,35,30,1,2016
1/31/2016,29.6,25,35,31,1,2016
2/1/2016,29.3,25,36,1,2,2016
2/2/2016,29,24,35,2,2,2016
2/3/2016,28.9,25,35,3,2,2016
2/4/2016,29.1,24,35,4,2,2016
2/5/2016,28.2,25,35,5,2,2016
2/6/2016,26.8,23,34,6,2,2016
2/7/2016,24.8,21,32,7,2,2016
2/8/2016,24.4,18,31,8,2,2016
2/9/2016,25.8,20,32,9,2,2016
2/10/2016,28.1,22,34,10,2,2016
2/11/2016,28,23,33,11,2,2016
2/12/2016,28.1,25,34,12,2,2016
2/13/2016,28.7,25,33,13,2,2016
2/14/2016,28.3,25,34,14,2,2016
2/15/2016,29.2,25,35,15,2,2016
2/16/2016,28.6,24,35,16,2,2016
2/17/2016,28.2,24,34,17,2,2016
2/18/2016,28.3,22,34,18,2,2016
2/19/2016,28.5,22,35,19,2,2016
2/20/2016,28.1,23,34,20,2,2016
2/21/2016,27.8,22,34,21,2,2016
2/22/2016,28.2,24,35,22,2,2016
2/23/2016,28.1,24,34,23,2,2016
2/24/2016,29.1,24,35,24,2,2016
2/25/2016,27.9,24,32,25,2,2016
2/26/2016,28.4,23,34,26,2,2016
2/27/2016,29.1,24,34,27,2,2016
2/28/2016,28.6,25,34,28,2,2016
2/29/2016,27.8,23,34,29,2,2016
3/1/2016,28.1,22,34,1,3,2016
3/2/2016,28.1,23,34,2,3,2016
3/3/2016,28.2,24,33,3,3,2016
3/4/2016,28.6,24,34,4,3,2016
3/5/2016,28.7,24,35,5,3,2016
3/6/2016,28.6,25,34,6,3,2016
3/7/2016,28.2,25,34,7,3,2016
3/8/2016,27.9,24,34,8,3,2016
3/9/2016,28.4,25,34,9,3,2016
3/10/2016,28.5,26,33,10,3,2016
3/11/2016,29.1,26,34,11,3,2016
3/12/2016,29.4,26,35,12,3,2016
3/13/2016,28.9,26,34,13,3,2016
3/14/2016,28.6,26,34,14,3,2016
3/15/2016,29.1,26,34,15,3,2016
3/16/2016,28.7,26,33,16,3,2016
3/17/2016,28.1,26,32,17,3,2016
3/18/2016,28.1,25,34,18,3,2016
3/19/2016,28.8,25,34,19,3,2016
3/20/2016,29.1,26,34,20,3,2016
3/21/2016,29.2,26,34,21,3,2016
3/22/2016,29.3,26,34,22,3,2016
3/23/2016,29.6,26,35,23,3,2016
3/24/2016,29.4,26,34,24,3,2016
3/25/2016,29.8,26,37,25,3,2016
3/26/2016,29.6,25,34,26,3,2016
3/27/2016,29.3,25,36,27,3,2016
3/28/2016,28.9,24,35,28,3,2016
3/29/2016,28.8,25,35,29,3,2016
3/30/2016,29.1,25,35,30,3,2016
3/31/2016,29.3,26,34,31,3,2016
4/1/2016,29.7,26,35,1,4,2016
4/2/2016,29.3,26,34,2,4,2016
4/3/2016,29.3,26,34,3,4,2016
4/4/2016,29.6,27,34,4,4,2016
4/5/2016,29.5,27,34,5,4,2016
4/6/2016,29.4,27,34,6,4,2016
4/7/2016,29.7,27,34,7,4,2016
4/8/2016,30.1,27,34,8,4,2016
4/9/2016,29.8,27,34,9,4,2016
4/10/2016,30.6,26,37,10,4,2016
4/11/2016,30.4,28,35,11,4,2016
4/12/2016,30.4,28,36,12,4,2016
4/13/2016,31.1,28,37,13,4,2016
4/14/2016,31.2,28,37,14,4,2016
4/15/2016,31.3,28,37,15,4,2016
4/16/2016,31.1,28,37,16,4,2016
4/17/2016,31.1,28,36,17,4,2016
4/18/2016,31.5,28,36,18,4,2016
4/19/2016,31.9,28,37,19,4,2016
4/20/2016,32,28,38,20,4,2016
4/21/2016,31.3,28,36,21,4,2016
4/22/2016,31.3,28,36,22,4,2016
4/23/2016,31.1,28,36,23,4,2016
4/24/2016,31.4,28,36,24,4,2016
4/25/2016,31.8,28,37,25,4,2016
4/26/2016,31.8,29,37,26,4,2016
4/27/2016,31.7,26,36,27,4,2016
4/28/2016,31.8,29,37,28,4,2016
4/29/2016,31.3,29,35,29,4,2016
4/30/2016,31.9,27,36,30,4,2016
5/1/2016,31.8,29,36,1,5,2016
5/2/2016,32.1,29,36,2,5,2016
5/3/2016,32.2,29,37,3,5,2016
5/4/2016,32.2,29,37,4,5,2016
5/5/2016,32.4,29,37,5,5,2016
5/6/2016,31.4,29,37,6,5,2016
5/7/2016,32.4,28,37,7,5,2016
5/8/2016,32.2,30,37,8,5,2016
5/9/2016,32.2,29,37,9,5,2016
5/10/2016,32.4,30,36,10,5,2016
5/11/2016,32.1,30,37,11,5,2016
5/12/2016,31.9,30,36,12,5,2016
5/13/2016,32.6,29,37,13,5,2016
5/14/2016,32.4,29,38,14,5,2016
5/15/2016,32.2,29,37,15,5,2016
5/16/2016,29.7,27,36,16,5,2016
5/17/2016,29.3,25,37,17,5,2016
5/18/2016,28.7,25,33,18,5,2016
5/19/2016,29.3,27,34,19,5,2016
5/20/2016,30.8,27,35,20,5,2016
5/21/2016,30.3,27,36,21,5,2016
5/22/2016,29.1,27,35,22,5,2016
5/23/2016,31.1,27,36,23,5,2016
5/24/2016,28.4,26,35,24,5,2016
5/25/2016,30,26,34,25,5,2016
5/26/2016,29.8,28,35,26,5,2016
5/27/2016,27.1,24,33,27,5,2016
5/28/2016,29.8,26,34,28,5,2016
5/29/2016,30.3,26,34,29,5,2016
5/30/2016,26.8,24,34,30,5,2016
5/31/2016,28.3,24,34,31,5,2016
6/1/2016,30.6,26,35,1,6,2016
6/2/2016,30.8,27,35,2,6,2016
6/3/2016,28.9,27,35,3,6,2016
6/4/2016,29.9,26,35,4,6,2016
6/5/2016,30.2,26,35,5,6,2016
6/6/2016,29.9,27,36,6,6,2016
6/7/2016,27.6,25,34,7,6,2016
6/8/2016,28.9,25,34,8,6,2016
6/9/2016,30.3,26,34,9,6,2016
6/10/2016,31.3,27,36,10,6,2016
6/11/2016,30.4,27,36,11,6,2016
6/12/2016,28.6,27,32,12,6,2016
6/13/2016,29.7,26,34,13,6,2016
6/14/2016,29.9,27,34,14,6,2016
6/15/2016,27.8,27,32,15,6,2016
6/16/2016,27.9,26,33,16,6,2016
6/17/2016,29.4,24,33,17,6,2016
6/18/2016,28.3,25,34,18,6,2016
6/19/2016,27.5,25,32,19,6,2016
6/20/2016,26.6,24,32,20,6,2016
6/21/2016,28.4,25,32,21,6,2016
6/22/2016,27.3,25,33,22,6,2016
6/23/2016,27.2,25,30,23,6,2016
6/24/2016,26.2,24,30,24,6,2016
6/25/2016,28.7,25,33,25,6,2016
6/26/2016,26.4,25,31,26,6,2016
6/27/2016,26.3,24,31,27,6,2016
6/28/2016,27.1,25,30,28,6,2016
6/29/2016,27.6,25,31,29,6,2016
6/30/2016,28.8,25,33,30,6,2016
7/1/2016,28.7,24,33,1,7,2016
7/2/2016,28.2,25,34,2,7,2016
7/3/2016,30.1,25,34,3,7,2016
7/4/2016,29.3,24,35,4,7,2016
7/5/2016,28.1,24,34,5,7,2016
7/6/2016,28.1,24,31,6,7,2016
7/7/2016,28.3,25,32,7,7,2016
7/8/2016,28,25,33,8,7,2016
7/9/2016,29.2,26,34,9,7,2016
7/10/2016,28.2,26,31,10,7,2016
7/11/2016,28.1,26,33,11,7,2016
7/12/2016,28.7,25,34,12,7,2016
7/13/2016,29.8,26,34,13,7,2016
7/14/2016,29.1,25,36,14,7,2016
7/15/2016,28.3,26,33,15,7,2016
7/16/2016,28.7,26,33,16,7,2016
7/17/2016,28.9,26,34,17,7,2016
7/18/2016,28.4,24,34,18,7,2016
7/19/2016,28.1,24,34,19,7,2016
7/20/2016,28.8,26,32,20,7,2016
7/21/2016,27.4,25,34,21,7,2016
7/22/2016,28.7,24,32,22,7,2016
7/23/2016,27.4,26,32,23,7,2016
7/24/2016,27.7,24,34,24,7,2016
7/25/2016,28.8,24,34,25,7,2016
7/26/2016,26.3,24,31,26,7,2016
7/27/2016,26.9,24,32,27,7,2016
7/28/2016,27.1,25,32,28,7,2016
7/29/2016,27.6,25,33,29,7,2016
7/30/2016,28.6,24,34,30,7,2016
7/31/2016,29.1,25,33,31,7,2016
8/1/2016,27.6,25,31,1,8,2016
8/2/2016,27,25,31,2,8,2016
8/3/2016,27.6,23,30,3,8,2016
8/4/2016,26.9,25,31,4,8,2016
8/5/2016,26.9,25,31,5,8,2016
8/6/2016,27.7,24,32,6,8,2016
8/7/2016,28.2,25,33,7,8,2016
8/8/2016,28.1,25,31,8,8,2016
8/9/2016,28.9,26,33,9,8,2016
8/10/2016,27.7,24,34,10,8,2016
8/11/2016,28.2,25,32,11,8,2016
8/12/2016,28.9,26,33,12,8,2016
8/13/2016,28.6,27,32,13,8,2016
8/14/2016,28.7,26,33,14,8,2016
8/15/2016,29.1,27,32,15,8,2016
8/16/2016,28.6,27,33,16,8,2016
8/17/2016,29.3,27,33,17,8,2016
8/18/2016,28.2,26,32,18,8,2016
8/19/2016,29.1,27,32,19,8,2016
8/20/2016,28.8,27,32,20,8,2016
8/21/2016,29.7,26,34,21,8,2016
8/22/2016,28.1,25,34,22,8,2016
8/23/2016,28.8,25,34,23,8,2016
8/24/2016,28,26,31,24,8,2016
8/25/2016,29.4,26,34,25,8,2016
8/26/2016,28.3,23,35,26,8,2016
8/27/2016,28.8,25,34,27,8,2016
8/28/2016,28.7,25,33,28,8,2016
8/29/2016,28.6,25,33,29,8,2016
8/30/2016,27.7,25,33,30,8,2016
8/31/2016,28.6,25,34,31,8,2016
9/1/2016,30.1,25,34,1,9,2016
9/2/2016,29.1,27,34,2,9,2016
9/3/2016,28.8,26,34,3,9,2016
9/4/2016,28.9,26,34,4,9,2016
9/5/2016,29.1,26,33,5,9,2016
9/6/2016,29.3,26,33,6,9,2016
9/7/2016,27.6,26,32,7,9,2016
9/8/2016,28.8,26,32,8,9,2016
9/9/2016,29.2,25,33,9,9,2016
9/10/2016,28.1,25,33,10,9,2016
9/11/2016,26.6,25,31,11,9,2016
9/12/2016,25.8,24,29,12,9,2016
9/13/2016,27.3,24,31,13,9,2016
9/14/2016,27.3,25,32,14,9,2016
9/15/2016,27.9,25,32,15,9,2016
9/16/2016,27.2,25,32,16,9,2016
9/17/2016,27.9,24,32,17,9,2016
9/18/2016,27.8,25,32,18,9,2016
9/19/2016,28.9,25,34,19,9,2016
9/20/2016,27.8,25,34,20,9,2016
9/21/2016,27.6,25,33,21,9,2016
9/22/2016,27.1,24,31,22,9,2016
9/23/2016,28.2,25,31,23,9,2016
9/24/2016,29.2,26,33,24,9,2016
9/25/2016,29.2,27,33,25,9,2016
9/26/2016,27,24,34,26,9,2016
9/27/2016,26.7,23,33,27,9,2016
9/28/2016,27.3,25,32,28,9,2016
9/29/2016,27.3,24,32,29,9,2016
9/30/2016,27.1,25,32,30,9,2016
10/1/2016,28.4,25,33,1,10,2016
10/2/2016,28.2,26,32,2,10,2016
10/3/2016,25.4,24,29,3,10,2016
10/4/2016,28.2,24,33,4,10,2016
10/5/2016,28.2,25,33,5,10,2016
10/6/2016,27.1,24,31,6,10,2016
10/7/2016,27,24,32,7,10,2016
10/8/2016,26.4,24,29,8,10,2016
10/9/2016,27.3,25,31,9,10,2016
10/10/2016,27.4,25,30,10,10,2016
10/11/2016,26.2,25,30,11,10,2016
10/12/2016,27.3,25,31,12,10,2016
10/13/2016,27.7,25,33,13,10,2016
10/14/2016,28.6,25,33,14,10,2016
10/15/2016,27.9,25,33,15,10,2016
10/16/2016,26.8,24,32,16,10,2016
10/17/2016,27.1,24,32,17,10,2016
10/18/2016,27.6,25,30,18,10,2016
10/19/2016,27.4,25,32,19,10,2016
10/20/2016,27.1,25,30,20,10,2016
10/21/2016,27.3,24,32,21,10,2016
10/22/2016,26.8,25,32,22,10,2016
10/23/2016,27.3,25,33,23,10,2016
10/24/2016,26.9,24,31,24,10,2016
10/25/2016,26.1,25,30,25,10,2016
10/26/2016,28.6,25,32,26,10,2016
10/27/2016,27.8,25,34,27,10,2016
10/28/2016,27.5,24,33,28,10,2016
10/29/2016,26.8,24,32,29,10,2016
10/30/2016,25.9,24,31,30,10,2016
10/31/2016,26.9,24,31,31,10,2016
11/1/2016,27.3,24,32,1,11,2016
11/2/2016,26.7,24,32,2,11,2016
11/3/2016,27.2,25,30,3,11,2016
11/4/2016,26.2,24,29,4,11,2016
11/5/2016,25.1,24,27,5,11,2016
11/6/2016,26.1,24,28,6,11,2016
11/7/2016,28.6,25,33,7,11,2016
11/8/2016,28.6,25,32,8,11,2016
11/9/2016,28.1,24,33,9,11,2016
11/10/2016,28.8,25,34,10,11,2016
11/11/2016,29.1,25,34,11,11,2016
11/12/2016,28.8,25,33,12,11,2016
11/13/2016,29.3,25,34,13,11,2016
11/14/2016,29.7,25,35,14,11,2016
11/15/2016,29.2,26,34,15,11,2016
11/16/2016,28.9,25,35,16,11,2016
11/17/2016,28.4,26,33,17,11,2016
11/18/2016,29.2,26,33,18,11,2016
11/19/2016,29.1,26,33,19,11,2016
11/20/2016,26.9,24,31,20,11,2016
11/21/2016,27.8,24,32,21,11,2016
11/22/2016,28.4,26,32,22,11,2016
11/23/2016,29.4,26,33,23,11,2016
11/24/2016,28.9,26,34,24,11,2016
11/25/2016,29.1,25,34,25,11,2016
11/26/2016,29.2,25,34,26,11,2016
11/27/2016,29.3,26,34,27,11,2016
11/28/2016,28.8,26,33,28,11,2016
11/29/2016,29.8,25,34,29,11,2016
11/30/2016,26.8,23,31,30,11,2016
12/1/2016,26.4,23,30,1,12,2016
12/2/2016,26.4,24,30,2,12,2016
12/3/2016,27.8,24,32,3,12,2016
12/4/2016,27.7,25,32,4,12,2016
12/5/2016,28.1,24,32,5,12,2016
12/6/2016,27.6,24,32,6,12,2016
12/7/2016,26.3,25,31,7,12,2016
12/8/2016,27.3,25,31,8,12,2016
12/9/2016,27,24,32,9,12,2016
12/10/2016,26.9,24,30,10,12,2016
12/11/2016,25.7,24,27,11,12,2016
12/12/2016,24.9,24,26,12,12,2016
12/13/2016,24.2,23,26,13,12,2016
12/14/2016,26.2,24,28,14,12,2016
12/15/2016,27.3,25,31,15,12,2016
12/16/2016,26.9,25,30,16,12,2016
12/17/2016,27.4,23,32,17,12,2016
12/18/2016,26.2,24,29,18,12,2016
12/19/2016,26.8,24,30,19,12,2016
12/20/2016,27.8,25,31,20,12,2016
12/21/2016,26.4,25,30,21,12,2016
12/22/2016,28.7,25,32,22,12,2016
12/23/2016,28.1,25,33,23,12,2016
12/24/2016,28.3,24,33,24,12,2016
12/25/2016,27.6,25,32,25,12,2016
12/26/2016,27.8,25,33,26,12,2016
12/27/2016,26.9,24,33,27,12,2016
12/28/2016,25.3,23,30,28,12,2016
12/29/2016,26.4,23,30,29,12,2016
12/30/2016,26.9,23,31,30,12,2016
12/31/2016,27.1,24,31,31,12,2016
1/1/2017,28.1,23,34,1,1,2017
1/2/2017,28.6,23,33,2,1,2017
1/3/2017,28.2,24,34,3,1,2017
1/4/2017,28.2,24,33,4,1,2017
1/5/2017,28.5,25,32,5,1,2017
1/6/2017,28.4,25,33,6,1,2017
1/7/2017,27.9,25,31,7,1,2017
1/8/2017,28.4,26,33,8,1,2017
1/9/2017,28.3,24,33,9,1,2017
1/10/2017,27.7,24,31,10,1,2017
1/11/2017,28,24,32,11,1,2017
1/12/2017,28.3,24,33,12,1,2017
1/13/2017,29.4,25,34,13,1,2017
1/14/2017,27.5,26,32,14,1,2017
1/15/2017,25.1,25,27,15,1,2017
1/16/2017,27.2,24,32,16,1,2017
1/17/2017,27.9,24,33,17,1,2017
1/18/2017,28.4,24,34,18,1,2017
1/19/2017,28.8,25,33,19,1,2017
1/20/2017,27.4,25,32,20,1,2017
1/21/2017,27.3,24,33,21,1,2017
1/22/2017,27.1,24,32,22,1,2017
1/23/2017,28.1,22,34,23,1,2017
1/24/2017,27.4,24,31,24,1,2017
1/25/2017,26.9,24,32,25,1,2017
1/26/2017,27.4,24,33,26,1,2017
1/27/2017,26.5,22,32,27,1,2017
1/28/2017,26.1,21,31,28,1,2017
1/29/2017,27.1,23,32,29,1,2017
1/30/2017,27.6,23,31,30,1,2017
1/31/2017,27.6,23,32,31,1,2017
2/1/2017,27.2,24,32,1,2,2017
2/2/2017,26.1,23,31,2,2,2017
2/3/2017,26.3,24,29,3,2,2017
2/4/2017,28.4,25,33,4,2,2017
2/5/2017,27.5,25,32,5,2,2017
2/6/2017,27.4,24,32,6,2,2017
2/7/2017,27.2,24,33,7,2,2017
2/8/2017,27.8,24,32,8,2,2017
2/9/2017,28.1,25,34,9,2,2017
2/10/2017,26.8,24,33,10,2,2017
2/11/2017,26.8,22,33,11,2,2017
2/12/2017,26.6,22,33,12,2,2017
2/13/2017,26.8,21,33,13,2,2017
